CookerStat, GenerateAssetRegistry=1.301602, Initialize=2.590697, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_0, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Saved/Autosaves/Game/Barrel_Hopper/Game_Mode/BH_GameMode_Auto1.uasset, AutoPackageBackupDelegate=25.876898, FlushAsyncLoading=0.009701, FlushStreamingFunc=0.166200, BlockTillAllRequestsFinished=0.005800, ResetLoadersForSaveUnMarkAllObjects=2.059400, TagPackageExports=2.406597, BeginCacheForCookedPlatformData=0.001401, SerializeImports=4.486199, GatherLocalizableTextData=3.687300, MarkNames=0.027400, SerializeSummary=0.656102, SerializeNames=0.131298, SerializeGatherableTextData=0.170000, BuildExportMap=0.524703, SortExportsNonSeekfree=1.006398, SortExportsSeekfreeConstructor=0.915099, SortExportsSeekfreeInner=6.175000, SortExportsSeekfree=0.003200, BuildDependencyMap=0.703901, SerializeImportMap=0.014301, SerializeExportMap=0.023700, SerializeDependencyMap=0.004597, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.476200, SerializeExports=5.523998, SerializeBulkData=0.014100, MoveFile=2.730601, UnaccountedTime=1.482997, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_1, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Game_Mode/BH_GameMode.uasset, AutoPackageBackupDelegate=6.019600, FlushAsyncLoading=0.005301, FlushStreamingFunc=0.138398, BlockTillAllRequestsFinished=0.004701, ResetLoadersForSaveUnMarkAllObjects=0.107400, TagPackageExports=2.711401, BeginCacheForCookedPlatformData=0.003498, SerializeImports=3.848400, GatherLocalizableTextData=2.502698, MarkNames=0.028603, SerializeSummary=0.012301, SerializeNames=0.109199, SerializeGatherableTextData=0.200197, BuildExportMap=0.115003, SortExportsNonSeekfree=0.329100, SortExportsSeekfreeConstructor=0.044297, SortExportsSeekfreeInner=5.350903, SortExportsSeekfree=0.004299, BuildDependencyMap=0.035100, SerializeImportMap=0.013001, SerializeExportMap=0.025898, SerializeDependencyMap=0.004798, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.739802, SerializeExports=5.940698, SerializeBulkData=0.004500, MoveFile=2.408002, UnaccountedTime=2.377398, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_2, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Character/BH_Character.uasset, AutoPackageBackupDelegate=7.581301, FlushAsyncLoading=0.007298, FlushStreamingFunc=0.166502, BlockTillAllRequestsFinished=0.006199, ResetLoadersForSaveUnMarkAllObjects=0.121899, TagPackageExports=3.886398, BeginCacheForCookedPlatformData=0.002902, SerializeImports=5.375597, GatherLocalizableTextData=4.978202, MarkNames=0.038501, SerializeSummary=0.012100, SerializeNames=0.277400, SerializeGatherableTextData=0.047397, BuildExportMap=0.142001, SortExportsNonSeekfree=0.600502, SortExportsSeekfreeConstructor=0.041399, SortExportsSeekfreeInner=9.801202, SortExportsSeekfree=0.004597, BuildDependencyMap=0.062201, SerializeImportMap=0.015203, SerializeExportMap=0.037599, SerializeDependencyMap=0.012897, SerializeStringAssetReferenceMap=0.002101, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.410102, SerializeExports=8.120298, SerializeBulkData=0.005599, MoveFile=2.391700, UnaccountedTime=2.347801, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_3, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Levels/Barrel_Hopper_Map.umap, AutoPackageBackupDelegate=30.434500, FlushAsyncLoading=0.009999, FlushStreamingFunc=0.079900, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=42.308800, TagPackageExports=1.474898, BeginCacheForCookedPlatformData=0.001900, SerializeImports=2.832301, GatherLocalizableTextData=11.244401, MarkNames=0.045698, SerializeSummary=0.010800, SerializeNames=0.330102, SerializeGatherableTextData=0.045300, BuildExportMap=0.183098, SortExportsNonSeekfree=0.700701, SortExportsSeekfreeConstructor=0.041202, SortExportsSeekfreeInner=8.557599, SortExportsSeekfree=0.002999, BuildDependencyMap=0.087801, SerializeImportMap=0.031501, SerializeExportMap=0.053000, SerializeDependencyMap=0.013698, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.008298, SerializeExports=10.674301, SerializeBulkData=69.220894, MoveFile=2.801202, UnaccountedTime=2.290200, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_4, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Game_Mode/BH_GameMode.uasset, AutoPackageBackupDelegate=8.306101, FlushAsyncLoading=0.007998, FlushStreamingFunc=0.150502, BlockTillAllRequestsFinished=0.005700, ResetLoadersForSaveUnMarkAllObjects=0.169899, TagPackageExports=3.128998, BeginCacheForCookedPlatformData=0.003401, SerializeImports=4.657198, GatherLocalizableTextData=2.825301, MarkNames=0.029299, SerializeSummary=0.013400, SerializeNames=0.316299, SerializeGatherableTextData=0.059303, BuildExportMap=0.122797, SortExportsNonSeekfree=0.427201, SortExportsSeekfreeConstructor=0.051599, SortExportsSeekfreeInner=5.865403, SortExportsSeekfree=0.003599, BuildDependencyMap=0.039302, SerializeImportMap=0.017799, SerializeExportMap=0.028700, SerializeDependencyMap=0.005297, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.625301, SerializeExports=7.222399, SerializeBulkData=0.007000, MoveFile=2.715301, UnaccountedTime=2.427600, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_5, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Character/BH_Character.uasset, AutoPackageBackupDelegate=8.617401, FlushAsyncLoading=0.008497, FlushStreamingFunc=0.108600, BlockTillAllRequestsFinished=0.005502, ResetLoadersForSaveUnMarkAllObjects=0.131998, TagPackageExports=4.444100, BeginCacheForCookedPlatformData=0.002202, SerializeImports=6.174598, GatherLocalizableTextData=4.751600, MarkNames=0.040602, SerializeSummary=0.012599, SerializeNames=0.301301, SerializeGatherableTextData=0.053298, BuildExportMap=0.152901, SortExportsNonSeekfree=0.692699, SortExportsSeekfreeConstructor=0.045002, SortExportsSeekfreeInner=11.124998, SortExportsSeekfree=0.005301, BuildDependencyMap=0.066299, SerializeImportMap=0.017401, SerializeExportMap=0.046499, SerializeDependencyMap=0.007302, SerializeStringAssetReferenceMap=0.001900, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.184198, SerializeExports=10.263700, SerializeBulkData=0.007801, MoveFile=2.596401, UnaccountedTime=2.462901, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_6, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Game_Mode/BH_GameMode.uasset, AutoPackageBackupDelegate=6.543800, FlushAsyncLoading=0.004400, FlushStreamingFunc=0.169300, BlockTillAllRequestsFinished=0.004999, ResetLoadersForSaveUnMarkAllObjects=0.154503, TagPackageExports=3.017999, BeginCacheForCookedPlatformData=0.002399, SerializeImports=4.474699, GatherLocalizableTextData=2.790403, MarkNames=0.031799, SerializeSummary=0.010800, SerializeNames=0.257399, SerializeGatherableTextData=0.048000, BuildExportMap=0.118602, SortExportsNonSeekfree=0.417098, SortExportsSeekfreeConstructor=0.045702, SortExportsSeekfreeInner=5.920001, SortExportsSeekfree=0.003397, BuildDependencyMap=0.039499, SerializeImportMap=0.014801, SerializeExportMap=0.027798, SerializeDependencyMap=0.005402, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.579398, SerializeExports=7.033102, SerializeBulkData=0.005700, MoveFile=2.474602, UnaccountedTime=2.451699, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_7, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Character/BH_Character.uasset, AutoPackageBackupDelegate=6.820697, FlushAsyncLoading=0.005201, FlushStreamingFunc=0.119101, BlockTillAllRequestsFinished=0.010800, ResetLoadersForSaveUnMarkAllObjects=0.126600, TagPackageExports=4.954398, BeginCacheForCookedPlatformData=0.002701, SerializeImports=6.643702, GatherLocalizableTextData=5.267698, MarkNames=0.047702, SerializeSummary=0.010800, SerializeNames=0.317700, SerializeGatherableTextData=0.066299, BuildExportMap=0.157800, SortExportsNonSeekfree=0.780601, SortExportsSeekfreeConstructor=0.052698, SortExportsSeekfreeInner=11.648401, SortExportsSeekfree=0.004601, BuildDependencyMap=0.064399, SerializeImportMap=0.018999, SerializeExportMap=0.048302, SerializeDependencyMap=0.014201, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.531201, SerializeExports=11.504300, SerializeBulkData=0.007197, MoveFile=2.442401, UnaccountedTime=2.391998, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_8, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Saved/Autosaves/Game/Barrel_Hopper/Game_Mode/BH_GameMode_Auto2.uasset, AutoPackageBackupDelegate=8.360300, FlushAsyncLoading=0.007197, FlushStreamingFunc=0.167403, BlockTillAllRequestsFinished=0.006799, ResetLoadersForSaveUnMarkAllObjects=0.168100, TagPackageExports=4.707303, BeginCacheForCookedPlatformData=0.003297, SerializeImports=5.748901, GatherLocalizableTextData=4.308201, MarkNames=0.030898, SerializeSummary=0.012301, SerializeNames=0.263300, SerializeGatherableTextData=0.063300, BuildExportMap=0.126399, SortExportsNonSeekfree=0.650100, SortExportsSeekfreeConstructor=0.043400, SortExportsSeekfreeInner=7.154099, SortExportsSeekfree=0.003003, BuildDependencyMap=0.049800, SerializeImportMap=0.014599, SerializeExportMap=0.035301, SerializeDependencyMap=0.013202, SerializeStringAssetReferenceMap=0.001900, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.674400, SerializeExports=9.364799, SerializeBulkData=0.005100, MoveFile=2.509698, UnaccountedTime=0.239700, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
SavePackageTransactionId05053CAD428CBA2578F9EEA8953A29EE_9, Filename=../../../../../../Game Projects/Unreal/Unreal 4.x By Example Projects/Barrel Hopper/Content/Barrel_Hopper/Game_Mode/BH_GameMode.uasset, AutoPackageBackupDelegate=7.817797, FlushAsyncLoading=0.023499, FlushStreamingFunc=0.119600, BlockTillAllRequestsFinished=0.005603, ResetLoadersForSaveUnMarkAllObjects=0.124197, TagPackageExports=6.079797, BeginCacheForCookedPlatformData=0.002902, SerializeImports=6.802902, GatherLocalizableTextData=5.671900, MarkNames=0.037100, SerializeSummary=0.011697, SerializeNames=0.242602, SerializeGatherableTextData=0.063397, BuildExportMap=0.130400, SortExportsNonSeekfree=0.800602, SortExportsSeekfreeConstructor=0.041701, SortExportsSeekfreeInner=8.089800, SortExportsSeekfree=0.003200, BuildDependencyMap=0.057198, SerializeImportMap=0.014298, SerializeExportMap=0.043403, SerializeDependencyMap=0.006698, SerializeStringAssetReferenceMap=0.001602, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.753198, SerializeExports=17.052702, SerializeBulkData=0.005100, MoveFile=2.226099, UnaccountedTime=2.297498, RunGuid=RunID45D1813E4D1ECE4FBA6AAAB2814C0FA5
